"id","nome","situacao","tipo_atraso","municipio","uf","cep","logradouro","bairro","termo_convenio","fim_da_vigencia_termo_convenio","situacao_do_termo_convenio","percentual_de_execucao","data_de_inicio","data_de_termino","data_final_ideal","tipo_do_projeto","tipo_de_ensino_modalidade","tipo_da_obra","valor_pactuado_pelo_fnde","percentual_pago"
1009974,"EMEF DOM PEDRO ll - Medicilândia - PA","Paralisada","Em relação à data de início + cronograma","Medicilândia","PA","68145000","Travessão do Km 110 Sul","ZONA RURAL","22319/2014","30/12/2018","Vigente",21.48,2015-09-09,2018-12-10,2016-02-06,"Espaço Educativo - 02 Salas","Educação Básica","Construção",245021.05,19.99999968166
1009975,"PRIMAVERA - Medicilândia - PA","Paralisada","Em relação à data de início + cronograma","Medicilândia","PA","68145000","kM 75 VICINAL SUL","ZONA RURAL","22319/2014","30/12/2018","Vigente",34.1,2015-09-09,2018-12-10,2016-02-06,"Espaço Educativo - 02 Salas","Educação Básica","Construção",245021.05,19.99999968166
25354,"PAC 2 - CRECHE/PRÉ-ESCOLA  001","Execução","Em relação à data de início + cronograma","Apucarana","PR","86803490","Rua Jacarandá","N H Afonso Alves de Camargo                                                                         ","5827/2013","10/05/2018","Vigente",50.25,2016-01-22,2018-12-10,2016-10-18,"Projeto 2 Convencional","Educação Básica","Construção",1267584.72,41.042217714056
25355,"PAC 2 - CRECHE/PRÉ-ESCOLA  002","Execução","Em relação à data de início + cronograma","Apucarana","PR","86802625","Rua Andry Prijma","Jardim Catuaí III                                                                                   ","5827/2013","10/05/2018","Vigente",41.54,2016-01-22,2018-12-10,2016-10-18,"Projeto 2 Convencional","Educação Básica","Construção",1267584.72,31.9611087126021
1009669,"Creche Centro","Paralisada","Em relação à data de início + cronograma","Medicilândia","PA","68145000","Avenida Alcides Fredericci","Centro                                                                                              ","9058/2014","20/06/2018","Vigente",27.79,2016-06-11,2018-12-10,2017-05-07,"Projeto 1 Convencional","Educação Básica","Construção",1885668.96,24.4127421108178
19524,"CRECHE DA RUA H","Execução","Em relação à data de início + cronograma","Antônio Carlos","SC","88180000","RUA H","CENTRO                                                                                              ","5543/2013","16/10/2018","Vigente",27.78,2016-06-21,2018-12-10,2017-03-18,"Projeto 2 Convencional","Educação Básica","Construção",1249134.11,18.9959867175575
1016593,"CENTRO MUNICIPAL DE EDUCAÇÃO INFANTIL","Inacabada","Em relação à data de início + cronograma","Nazária","PI","64415000","Avenida Francisco Alves de Carvalho","Centro                                                                                              ","10124/2014","12/12/2017","Vencido",21.94,2015-10-22,2018-12-10,2016-09-16,"Projeto 1 Convencional","Educação Básica","Construção",1881612.35,18.4999996600522
1003893,"Cmei Celso Marchi","Execução","Em relação à data de início + cronograma","Apucarana","PR","86806575","Rua Joaquim Rodrigues","Loteamento Residencial Celso Marchi                                                                 ","5772/2013","30/11/2018","Vigente",54.5,2016-01-22,2018-12-10,2016-10-18,"Projeto 2 Convencional","Educação Básica","Construção",1267584.72,47.8160016455383
17720,"700195/11 - EE Infantil - 31 de Março - Ponta Grrossa/PR","Paralisada","Em relação à data de início + cronograma","Ponta Grossa","PR","84051900","Rua Abílio Holzmann/Bairro dos Neves",NA,"700195/2011",NA,"Vigente",15.78,2012-04-10,2018-12-09,2013-01-05,"Escola de Educação Infantil Tipo B","Educação Básica","Construção",0,NA
1015271,"POVOADO BARRA DE CAMARAGIBE - Passo de Camaragibe - AL","Execução","Em relação à data de início + cronograma","Passo de Camaragibe","AL","57930000","Rua da Igreja","Centro                                                                                              ","29941/2014","30/09/2018","Vigente",10.41,2014-10-28,2018-12-08,2015-05-26,"Espaço Educativo - 04 Salas","Educação Básica","Construção",853100.32,19.9999994842342
1009230,"Espaço Infantil Educar","Execução","Em relação à data de início + cronograma","Manhuaçu","MG","36900000","RUA DO CAMPO S/N","DISTRITO VILANOVA                                                                                   ","9152/2014","25/09/2018","Vigente",31.6,2016-09-29,2018-12-07,2017-06-26,"Projeto 2 Convencional","Educação Básica","Construção",1201737.61,27.9999999846888
1010257,"EMENDA PARLAMENTAR 34080002-CRECHE CENTRO EDUCACIONAL","Execução","Em relação à data de início + cronograma","São José da Safira","MG","39785000","RUA SAO GERALDO","Centro                                                                                              ","48928/2015","30/04/2019","Vigente",36.05,2016-04-11,2018-12-07,2017-01-06,"Projeto 2 Convencional","Educação Básica",NA,1201737.61,24.999999837735
1017353,"Escola Infantil na Vila Parque Manoel João","Execução","Em relação à data de início + cronograma","Charqueadas","RS","96745000","Rua Projetada","Vila Parque Manoel João                                                                             ","10885/2014","11/01/2019","Vigente",33.4,2016-07-27,2018-12-06,2017-06-22,"Projeto 1 Convencional","Educação Básica","Construção",1802473.77,28.000000174205
1009330,"CMEI Bento Elói Garcia","Paralisada","Em relação à data de início + cronograma","Itapema","SC","88220000","Rua 402-C","Morretes                                                                                            ","9039/2014","20/07/2018","Vigente",3.45,2016-05-30,2018-12-06,2017-04-25,"Projeto 1 Convencional","Educação Básica","Construção",1888084.32,15.0000000844772
1018211,"Escola Nova 6 Salas - Genipapeiro - Aracoiaba - CE","Execução","Em relação à data de início + cronograma","Aracoiaba","CE","62750000","DISTRITO GENIPAPEIRO BR 356","DISTRITO GENIPAPEIRO","34035/2014","30/06/2018","Vigente",99.18,2014-09-10,2018-12-05,2015-04-08,"Espaço Educativo - 06 Salas","Educação Básica","Construção",1020764.36,39.9999996355672
1003003,"Terreno da Escola da Municipal Bruno Freire de Andrade - Faina - GO","Paralisada","Em relação à data de início + cronograma","Faina","GO","76740000","Estrada Municipal Para Faina","Setor Rural                                                                                         ","17176/2014","30/04/2018","Vigente",37.58,2014-06-24,2018-12-05,2015-01-20,"Espaço Educativo - 06 Salas","Educação Básica","Construção",1023699.34,50.0000001465274
1009353,"EMEI ZELINA GUIMARÃES","Execução","Em relação à data de início + cronograma","Itapeva","SP","18400000","Rua João Perretti","Jardim Bela Vista                                                                                   ","11675/2014","30/06/2018","Vigente",7.77,2016-04-08,2018-12-05,2017-01-03,"Projeto 2 Convencional","Educação Básica","Construção",1298038.16,15.0000003593885
1018379,"Escola Nova 06 Salas - Solon Lima Verde - Aracoiaba - CE","Execução","Em relação à data de início + cronograma","Aracoiaba","CE","62750000","RUA LIDIA GUEDES","SOLON LIMA VERDE","32772/2014","30/09/2018","Vigente",99.95,2014-09-10,2018-12-05,2015-04-08,"Espaço Educativo - 06 Salas","Educação Básica","Construção",1020179.91,95.9999993271775
1014623,"PAC 2 - CRECHE/PRÉ-ESCOLA  001","Execução","Em relação à data de início + cronograma","Itapeva","SP","18401250","Rua Analzídio Gomes Sobrinho","Parque Vista Alegre                                                                                 ","10035/2014","31/07/2018","Vigente",0.82,2016-04-08,2018-12-05,2017-03-04,"Projeto 1 Convencional","Educação Básica","Construção",1979860.84,15.0000002005191
1041341,"TERRENO SEDE - Três Forquilhas - RS","Execução","Em relação à data de início + cronograma","Três Forquilhas","RS","95575000","LUIZ JOAQUIM NUNES","Centro","65159/2015","31/07/2018","Vigente",53.66,2015-11-26,2018-12-04,2016-08-22,"Projeto 2 Convencional","Educação Básica","Construção",1196771.39,49.9995364946032
1018415,"Campo Agrícola - Passagem Franca - MA","Execução","Em relação à data de início + cronograma","Passagem Franca","MA","65680000","Rua Projetada","Povoado Campo Agrícola","32792/2014","30/10/2018","Vigente",22.09,2014-12-10,2018-12-04,2015-07-08,"Espaço Educativo - 06 Salas","Educação Básica","Construção",1021192.58,20.0000003740724
1012642,"Creche Proinfância","Execução","Em relação à data de início + cronograma","Jaguaretama","CE","63480000","Rua Projetada","Padre Sebastião Merleno                                                                             ","8757/2014","30/12/2018","Vigente",27.98,2017-07-05,2018-12-04,2018-04-01,"Projeto 2 Convencional","Educação Básica","Construção",1234014.63,15.0000003630427
1001386,"PROINFANCIA CID. JARDINS - Valparaíso de Goiás - GO","Execução","Em relação à data de início + cronograma","Valparaíso de Goiás","GO","72878230","Quadra QC 1 Área Especial Norte","Cidade Jardins                                                                                      ","5094/2013","30/04/2018","Vigente",93.64,2013-12-18,2018-12-03,2014-06-16,"MI - Escola de Educação Infantil Tipo B","Educação Básica","Construção",1417482.64,50.0201568606159
1001385,"PROINFANCIA PACAEMBU-IPANEMA","Execução","Em relação à data de início + cronograma","Valparaíso de Goiás","GO","72872301","Rua 19","Pacaembu                                                                                            ","5094/2013","30/04/2018","Vigente",43.84,2016-07-13,2018-12-03,2017-06-08,"Projeto 1 Convencional","Educação Básica","Construção",1891665.94,28.1225431289028
1015306,"EMEF Boa Vista - Pacajá - PA","Execução","Em relação à data de início + cronograma","Pacajá","PA","68485000","Vicinal do Lontrão","Zona Rural                                                                                          ","29798/2014","30/12/2018","Vigente",43.56,2014-12-04,2018-12-03,2015-05-03,"Espaço Educativo - 02 Salas","Educação Básica","Construção",228295.69,40.0000017696348
1001382,"PROINFANCIA VALPARAIZO I B","Execução","Em relação à data de início + cronograma","Valparaíso de Goiás","GO","72876126","Quadra 33 RUA DE ACESSO SEM NOME","Valparaiso I - Etapa B                                                                              ","5094/2013","30/04/2018","Vigente",44.19,2016-07-13,2018-12-03,2017-06-08,"Projeto 1 Convencional","Educação Básica","Construção",1891665.94,28.1225420716337
1005163,"São Sebastião","Execução","Em relação à data de início + cronograma","Casimiro de Abreu","RJ","28860000","Rua Gertrudes Estarneck da Silva","São Sebastião                                                                                       ","6513/2013","02/11/2018","Vigente",59.07,2016-06-17,2018-12-03,2017-05-13,"Projeto 1 Convencional","Educação Básica","Construção",2161238.47,58.9955877362375
1001384,"PROINFÂNCIA ESPLANADA V","Execução","Em relação à data de início + cronograma","Valparaíso de Goiás","GO","72876685","Rua 18","Parque Esplanada V                                                                                  ","5094/2013","30/04/2018","Vigente",56.62,2016-07-13,2018-12-03,2017-04-09,"Projeto 2 Convencional","Educação Básica","Construção",1235496.44,28.705576870441
1006590,"PROINFANCIA YPIRANGA B","Execução","Em relação à data de início + cronograma","Valparaíso de Goiás","GO","72879290","Rua Santa Luzia, QD 02, LOTES 31/32","Chácaras Ypiranga                                                                                   ","7235/2013","15/11/2018","Vigente",39.92,2016-07-13,2018-12-03,2017-04-09,"Projeto 2 Convencional","Educação Básica","Construção",1235496.44,28.8599245431625
1005891,"ESCOLA DE EXTREMA - Afrânio - PE","Execução","Em relação à data de início + cronograma","Afrânio","PE","56360000","Povoado de Extrema","Zona Rural- Extrema                                                                                 ","17561/2014","31/12/2018","Vigente",79.35,2015-12-18,2018-12-03,2016-07-15,"Espaço Educativo - 06 Salas","Educação Básica","Construção",958169.42,48.9499989089977
1001383,"PROINFANCIA VALPARAIZO II","Execução","Em relação à data de início + cronograma","Valparaíso de Goiás","GO","72870104","Quadra 4 rua 25","Valparaiso II                                                                                       ","5094/2013","30/04/2018","Vigente",56.53,2016-07-13,2018-12-03,2017-04-09,"Projeto 2 Convencional","Educação Básica","Construção",1235496.44,28.7055760610497
1016586,"CRECHE","Execução","Em relação à data de início + cronograma","São José dos Ramos","PB","58339000","Rua Projetada","Centro                                                                                              ","10117/2014","23/05/2018","Vigente",34.85,2016-03-03,2018-12-02,2016-11-28,"Projeto 2 Convencional","Educação Básica","Construção",1193834.78,23.0000000271394
1005443,"CEIM TESOURO DA ILHA","Execução","Em relação à data de início + cronograma","São Mateus","ES","29930000","Avenida Hélio Farias Santos","Guriri                                                                                              ","6727/2013","30/09/2018","Vigente",42.56,2016-12-02,2018-12-02,2017-10-28,"Projeto 1 Convencional","Educação Básica","Construção",1839782.96,38.4162461353003
6479,"700223 - Espaço Educ Urb II -04 Salas- Leão Ouro -Amajari/RR","Execução","Em relação à data de início + cronograma","Amajari","RR","69343000","Rua Raul Lima","Centro","700223/2008",NA,"Vigente",4.4,2010-12-02,2018-12-01,2011-06-30,"Espaço Educativo - 04 Salas","Educação Básica","Construção",1067754.2,NA
19322,"Antuzi do Nascimento Silva Figueiredo","Execução","Em relação à data de início + cronograma","Arauá","SE","49220000","Rua Principal","Centro","1817/2011","31/12/2018","Vigente",97.71,2014-05-26,2018-12-01,2014-11-22,"Escola de Educação Infantil Tipo C","Educação Básica","Construção",618701.01,90.9999989262988
1015310,"EMEF Chapeuzinho Vermelho - Pacajá - PA","Execução","Em relação à data de início + cronograma","Pacajá","PA","68485000","Vicinal KM 332 Tv. mineiros","Zona Rural                                                                                          ","29798/2014","30/12/2018","Vigente",43.87,2014-12-04,2018-12-01,2015-05-03,"Espaço Educativo - 02 Salas","Educação Básica","Construção",228295.69,40.0000017696348
27342,"Comunidade Indígena Macapá","Execução","Em relação à data de início + cronograma","Envira","AM","69870000","Rio Acurauá","Comunidade Macapá","19597/2014","25/06/2018","Vigente",0.01,2016-04-15,2018-12-01,2016-11-11,"Espaço Educativo - 04 Salas","Educação Básica","Construção",870089.5,9.99999997356594
1014540,"CRECHE DO BAIRRO CASTANHEIRAII","Execução","Em relação à data de início + cronograma","Portel","PA","68480000","ESTR. PORTEL TUCURUI","CASTANHEIRA                                                                                         ","11566/2014","01/12/2018","Vigente",36.38,2014-12-29,2018-12-01,2015-09-25,"Escola de Educação Infantil Tipo B","Educação Básica","Construção",1731009.21,30.0036872553651
1009815,"ESCOLA SANTA LUZIA JACUNDAÍ - Portel - PA","Execução","Em relação à data de início + cronograma","Portel","PA","68480000","RIO ANAPU, COMUNIDADE SANTA LUZIA","ZONA RURAL                                                                                          ","45200/2014","30/05/2018","Vigente",95.12,2014-08-04,2018-12-01,2015-03-02,"Espaço Educativo - 06 Salas","Educação Básica","Construção",1020960.72,94.9999997663965
1009264,"CRECHE CIDADE NOVA","Execução","Em relação à data de início + cronograma","Portel","PA","6848000","RUA RITA ELZA","CIDADE NOVA                                                                                         ","11565/2014","09/06/2018","Vigente",35.53,2014-12-29,2018-12-01,2015-09-25,"Escola de Educação Infantil Tipo B","Educação Básica","Construção",1818207.1,30.0000005417425
1009936,"E.M. POV. RIACHO DANTAS - Ruy Barbosa - BA","Execução","Em relação à data de início + cronograma","Ruy Barbosa","BA","46800000","RUA COMÉRCIO","POVOADO RIACHO DANTAS                                                                               ","19719/2014","16/12/2018","Vigente",33.15,2014-08-01,2018-12-01,2015-02-27,"Espaço Educativo - 04 Salas","Educação Básica","Construção",942062.61,29.9999996274133
1012599,"Povoado de Itiuba ","Execução","Em relação à data de início + cronograma","Taperoá","BA","45430000","Povoado de Itiuba","Fazenda                                                                                             ","8741/2014","15/09/2018","Vigente",19.85,2016-08-30,2018-11-30,2017-05-27,"Projeto 2 Convencional","Educação Básica","Construção",1294044.26,17.20700420031
1013178,"PAC 2 - CRECHE/PRÉ-ESCOLA  001","Execução","Em relação à data de início + cronograma","Coração de Maria","BA","44250000","Rua A","centro                                                                                              ","9144/2014","31/07/2018","Vigente",56.99,2016-05-31,2018-11-30,2017-04-26,"Projeto 1 Convencional","Educação Básica","Construção",1951071.95,37.9973460873092
1014161,"lote rural 17-A-2 Castelo - Vera Cruz do Oeste - PR","Execução","Em relação à data de início + cronograma","Vera Cruz do Oeste","PR","85845000","Rua Ataliba Leonel","Centro                                                                                              ","31455/2014","30/11/2018","Vigente",53.66,2014-12-23,2018-11-30,2015-07-21,"Espaço Educativo - 06 Salas","Educação Básica","Construção",1021351.58,53.0000003531595
29602,"ANGELO PORFIRIO","Execução","Em relação à data de início + cronograma","Tupanatinga","PE","56540000","POVOADO BAIXA GRANDE","ZONA RURAL","7549/2014","30/11/2018","Vigente",43.45,2013-07-08,2018-11-30,2014-02-03,"Espaço Educativo - 04 Salas","Educação Básica","Construção",868946.89,40.9999994596908
1002012,"PAC 2 - CRECHE/PRÉ-ESCOLA  001","Execução","Em relação à data de início + cronograma","Cícero Dantas","BA","48410000","PRAÇA DUQUE DE CAXIAS","Centro                                                                                              ","6054/2013","30/11/2018","Vigente",34.09,2016-05-03,2018-11-30,2017-03-29,"Projeto 1 Convencional","Educação Básica","Construção",1951071.95,29.9966780307559
1016892,"CRECHE CRISÓLITA","Execução","Em relação à data de início + cronograma","Crisólita","MG","39885000","RUA ANTONIO JOSE GONÇALVES","Centro                                                                                              ","10702/2014","30/11/2018","Vigente",43.07,2015-11-13,2018-11-30,2016-08-09,"Projeto 2 Convencional","Educação Básica","Construção",1201737.6,34.9999997728289
1016887,"Creche Tipo 2 - Cipotânea","Execução","Em relação à data de início + cronograma","Cipotânea","MG","36265000","Rua Capitão Gomes","Santa Cruz                                                                                          ","10697/2014","30/11/2018","Vigente",46.48,2016-04-22,2018-11-30,2017-01-17,"Projeto 2 Convencional","Educação Básica","Construção",1201737.6,42.0013975366911
1015392,"Escola Municipal Nossa Senhora Aparecida - Pinheirinho do Vale - RS","Execução","Em relação à data de início + cronograma","Pinheirinho do Vale","RS","98435000","ESTRADA MUNICIPAL PORTO NOVO","Centro                                                                                              ","32230/2014","30/11/2018","Vigente",66.81,2015-04-20,2018-11-30,2015-11-16,"Espaço Educativo - 04 Salas","Educação Básica","Construção",935144.08,55.9999997801408
1016051,"EEF Antonio Francisco Canafistula - Santana do Acaraú - CE","Execução","Em relação à data de início + cronograma","Santana do Acaraú","CE","62150000","Localidade Baixa Fria","Zona Rural                                                                                          ","30204/2014","30/11/2018","Vigente",77.83,2014-11-04,2018-11-30,2015-06-02,"Espaço Educativo - 06 Salas","Educação Básica","Construção",1022045.06,74.999999356682
1009162,"Creche Catanduvas","Execução","Em relação à data de início + cronograma","Parnaíba","PI","64206180","Rua da Felicidade","São Judas Tadeu                                                                                     ","7590/2013","13/07/2018","Vigente",34.96,2016-04-18,2018-11-30,2017-01-13,"Projeto 2 Convencional","Educação Básica","Construção",1236242.66,31.9973652137271
1013725,"Construção de Escola de Ensino Fundamental Rural - Jurema - PE","Execução","Em relação à data de início + cronograma","Jurema","PE","55480000","Sítio Saudade","Centro                                                                                              ","29860/2014","23/10/2018","Vigente",45.23,2017-04-03,2018-11-30,2017-10-30,"Espaço Educativo - 04 Salas","Educação Básica","Construção",851250,44.0000000310132
1013683,"E.M. POV. MORRO DAS FLORES - Ruy Barbosa - BA","Execução","Em relação à data de início + cronograma","Ruy Barbosa","BA","46800000","RUA SÃO JOSÉ","MORRO DAS FLORES                                                                                    ","29996/2014","18/12/2018","Vigente",52.18,2014-12-29,2018-11-30,2015-07-27,"Espaço Educativo - 06 Salas","Educação Básica","Construção",1021886.18,45.0000009115497
27371,"Assentamento Terra da Esperança","Execução","Em relação à data de início + cronograma","Governador Dix-Sept Rosado","RN","59790000","PA Terra da Esperança","Zona Rural","5939/2014","30/06/2018","Vigente",58.1,2013-10-02,2018-11-30,2014-04-30,"Espaço Educativo - 06 Salas","Educação Básica","Construção",915585.71,60.0571180387439
24566,"PAC 2 - CRECHE/PRÉ-ESCOLA  001","Paralisada","Em relação à data de início + cronograma","Maruim","SE","49770000","Rua Carlos Santiago, s/n esquina com a Rua Hidelbrando Luis do Rego","Centro","3151/2012","29/07/2018","Vigente",51.1,2016-07-12,2018-11-30,2017-01-08,"Escola de Educação Infantil Tipo C","Educação Básica","Construção",678937.72,49.9999987333153
1010100,"EMEF DE JOANA PERES","Inacabada","Em relação à data de início + cronograma","Baião","PA","68465000","AVENIDA BAIÃO","Baião                                                                                               ","32605/2014","31/07/2017","Vencido",19.01,2015-08-03,2018-11-30,2016-02-29,"Espaço Educativo - 06 Salas","Educação Básica",NA,996381.01,19.9999997009176
20264,"CRECHE DISTRITO DE CANAÃ","Inacabada","Em relação à data de início + cronograma","Ipixuna do Pará","PA","68637000","RUA PROJETADA 07","PALMEIRA","1541/2011","20/02/2018","Vencido",61.14,2011-11-01,2018-11-30,2012-07-28,"Escola de Educação Infantil Tipo B","Educação Básica","Construção",1325713.08,100.000000226293
1001897,"PAC 2 - CRECHE/PRÉ-ESCOLA  001","Execução","Em relação à data de início + cronograma","Pitanga","PR","85200000","Avenida Brasil - Esquina com rua Heitor Manosso","Vila Maria do Carmo                                                                                 ","5379/2013","07/08/2018","Vigente",87.99,2015-12-01,2018-11-30,2016-08-27,"Projeto 2 Convencional","Educação Básica","Construção",1267584.72,92.0014846111444
1010294,"Escola Ensino Fundamental Bairro Canaã - Niquelândia - GO","Execução","Em relação à data de início + cronograma","Niquelândia","GO","76420000","Rua Esportiva (Rua São Vicente) com Rua Quatorze de Maio","Bairro Canaã                                                                                        ","19733/2014","30/07/2018","Vigente",89.72,2014-05-21,2018-11-30,2014-12-17,"Espaço Educativo - 06 Salas","Educação Básica","Construção",991416.98,89.0000010740183
1015775,"CASA DA CRIANÇA","Execução","Em relação à data de início + cronograma","Iraí","RS","98460000","RUA ADALBERTO ZEILMANN","Centro                                                                                              ","10017/2014","30/08/2018","Vigente",90.43,2015-11-25,2018-11-30,2016-08-21,"Projeto 2 Convencional","Educação Básica","Construção",1196771.39,84.0003023862383
1017175,"LIBERDADE","Execução","Em relação à data de início + cronograma","São João do Arraial","PI","64155000","Rua Marcos Amaro","Liberdade                                                                                           ","10780/2014","12/09/2018","Vigente",33.52,2015-11-19,2018-11-30,2016-08-15,"Projeto 2 Convencional","Educação Básica","Construção",1236242.66,26.000000603765
17624,"700151/11 - Escola de Educação Infantil B - Ituiutaba/MG","Paralisada","Em relação à data de início + cronograma","Ituiutaba","MG","38300146","Rua 37",NA,"700151/2011",NA,"Vigente",84.24,2013-09-06,2018-11-30,2014-06-03,"Escola de Educação Infantil Tipo B","Educação Básica","Construção",1310948.25,NA
24543,"CRECHE FERNANDO COLLOR","Execução","Em relação à data de início + cronograma","Nossa Senhora do Socorro","SE","49160000","Entre a Rua 5 e Rua 6","COMPLEXO TAIÇOCA                                                                                    ","3997/2013","30/07/2018","Vigente",60.36,2016-06-01,2018-11-30,2017-04-27,"Projeto 1 Convencional","Educação Básica","Construção",1775662.43,48.0029376682801
1013715,"Escola Bom Jesus - Santa Maria das Barreiras - PA","Execução","Em relação à data de início + cronograma","Santa Maria das Barreiras","PA","68565000","Estrada Vicinal da Sede","Centro                                                                                              ","29804/2014","30/01/2019","Vigente",63.02,2014-10-29,2018-11-30,2015-05-27,"Espaço Educativo - 06 Salas","Educação Básica","Construção",947060.64,55.0000010654017
31596,"PAC 2 - CRECHE/PRÉ-ESCOLA  063","Paralisada","Em relação à data de início + cronograma","Brasília","DF","72314701","QS 607 AE 01","Samambaia Sul (Samambaia)","11501/2014","30/06/2018","Vigente",57.5,2014-05-28,2018-11-30,2015-02-22,"Escola de Educação Infantil Tipo B","Educação Básica","Construção",1453670.39,50.0000003473965
1016739,"E.M. BAIRRO VILA NOVA - Ruy Barbosa - BA","Execução","Em relação à data de início + cronograma","Ruy Barbosa","BA","46800000","RUA VILA NOVA","VILA NOVA","30162/2014","20/09/2018","Vigente",4.2,2014-12-29,2018-11-30,2015-07-27,"Espaço Educativo - 04 Salas","Educação Básica","Construção",942062.61,19.9999997516089
1006969,"PAC 2 - CRECHE/PRÉ-ESCOLA  001","Execução","Em relação à data de início + cronograma","Taiobeiras","MG","39550000","RUA SERAFIM","NILTON JUNIOR                                                                                       ","7377/2013","31/12/2018","Vigente",65.13,2015-11-30,2018-11-30,2016-10-25,"Projeto 1 Convencional","Educação Básica","Construção",1819026.65,64.9983081520587
1013682,"E.M. POV. NOVA CONQUISTA - Ruy Barbosa - BA","Execução","Em relação à data de início + cronograma","Ruy Barbosa","BA","46800000","RUA PROJETADA","POVOADO NOVA CONQUISTA                                                                              ","29996/2014","18/12/2018","Vigente",54.1,2014-12-29,2018-11-30,2015-07-27,"Espaço Educativo - 06 Salas","Educação Básica","Construção",1021886.18,45.0000009115497
1009937,"E.M. POV. HUMAITÁ - Ruy Barbosa - BA","Execução","Em relação à data de início + cronograma","Ruy Barbosa","BA","46800000","RUA DO COLEGIO","POVOADO HUMAITA                                                                                     ","19719/2014","16/12/2018","Vigente",4.06,2014-10-01,2018-11-30,2015-04-29,"Espaço Educativo - 04 Salas","Educação Básica","Construção",942062.61,14.9999998137066
1006232,"E.M. POV. CALDEIRÃO DO MORRO - Ruy Barbosa - BA","Execução","Em relação à data de início + cronograma","Ruy Barbosa","BA","46800000","AVENIDA MACAJUBA","POV. CALDEIRÃO DO MORRO                                                                             ","16943/2014","20/12/2018","Vigente",78.75,2014-06-13,2018-11-30,2015-01-09,"Espaço Educativo - 06 Salas","Educação Básica","Construção",1021886.18,75.0000015192494
1016728,"E.M. ASSENTAMENTO POÇO LONGE - Ruy Barbosa - BA","Execução","Em relação à data de início + cronograma","Ruy Barbosa","BA","46800000","RUA PROJETADA","POÇO LONGE - ZONA RURAL","30161/2014","21/12/2018","Vigente",70.18,2014-12-29,2018-11-30,2015-07-27,"Espaço Educativo - 06 Salas","Educação Básica","Construção",1021886.18,65.0000003381003
19854,"Creche em Nova Goiana","Paralisada","Em relação à data de início + cronograma","Goiana","PE","55900000","Rua Sem Denominação 01","Centro","1115/2011","30/06/2018","Vigente",66.25,2016-01-06,2018-11-29,2016-10-02,"Escola de Educação Infantil Tipo B","Educação Básica","Construção",1273219.89,50.0000002081337
1003773,"PAC 2 - CRECHE/PRÉ-ESCOLA  004 - LIBERDADE II ","Execução","Em relação à data de início + cronograma","Teixeira de Freitas","BA","45995000","TRAVESSA PADRE ANCHIETA","LIBERDADE II                                                                                        ","5759/2013","31/12/2018","Vigente",36.46,2016-07-18,2018-11-29,2017-06-13,"Projeto 1 Convencional","Educação Básica","Construção",1951071.95,41.775983780537
24589,"PAC 2 - CRECHE/PRÉ-ESCOLA  001","Execução","Em relação à data de início + cronograma","Pedro II","PI","64255000","Rua Raimundo José Leite","Boa Esperança","11036/2014","18/08/2018","Vigente",56.85,2014-08-07,2018-11-29,2015-05-04,"Escola de Educação Infantil Tipo B","Educação Básica","Construção",1294078.58,40
1016442,"ESCOLA NA ZONA URBANA - São José de Espinharas - PB","Paralisada","Em relação à data de início + cronograma","São José de Espinharas","PB","58723000","RUA ANTONIO GOMES DA COSTA","CENTRO                                                                                              ","29842/2014","23/05/2018","Vigente",31.62,2014-09-05,2018-11-29,2015-04-03,"Espaço Educativo - 06 Salas","Educação Básica","Construção",1020601.22,29.9999993915351
1015209,"LOTEAMENTO BELO MONTE I - Barro Preto - BA","Execução","Em relação à data de início + cronograma","Barro Preto","BA","45625000","Rua A","Centro                                                                                              ","30111/2014","29/06/2018","Vigente",40.47,2015-02-23,2018-11-29,2015-09-21,"Espaço Educativo - 06 Salas","Educação Básica","Construção",1021956,37.0000000724102
1007221,"Avenida José Angelca - Guajará - AM","Paralisada","Em relação à data de início + cronograma","Guajará","AM","69895000","Avenida José Angelca  na comunidade Gama","Centro                                                                                              ","19598/2014","25/11/2018","Vigente",69.09,2014-03-28,2018-11-29,2014-10-24,"Espaço Educativo - 04 Salas","Educação Básica","Construção",942770.06,64.9999991901525
24340,"PAC 2 - CRECHE/PRÉ-ESCOLA  001","Execução","Em relação à data de início + cronograma","Taipu","RN","59565000","RUA DO IPÊ S/N","ALTO DO IPÊ","3042/2012","24/09/2018","Vigente",63.96,2012-09-20,2018-11-29,2013-06-17,"Escola de Educação Infantil Tipo B","Educação Básica","Construção",1299601.19,65.000000505155
6535,"700224 - Espaço Educativo Urbano I - 12 Salas  -  - Construção - Acreúna/GO","Execução","Em relação à data de início + cronograma","Acreúna","GO",NA,NA,NA,"700224/2008",NA,"Vigente",83.08,2013-07-24,2018-11-28,2014-08-18,"Espaço Educativo - 12 Salas","Educação Básica","Construção",NA,NA
1003832,"PAC 2 - CRECHE/PRÉ-ESCOLA MCMV  003","Execução","Em relação à data de início + cronograma","Timon","MA","65630000","Rua Nova","Cidade Nova                                                                                         ","6046/2013","16/06/2018","Vigente",86.17,2016-06-01,2018-11-28,2017-04-27,"Projeto 1 Convencional","Educação Básica","Construção",1842912.09,74.1980309687324
